,School Name,Region,School Type,Undergraduate Major,Adjusted Salary
391,Rensselaer Polytechnic Institute (RPI),Northeastern,Engineering,Nutrition,54956
392,Rensselaer Polytechnic Institute (RPI),Northeastern,Engineering,Philosophy,54956
393,Rensselaer Polytechnic Institute (RPI),Northeastern,Engineering,Physician Assistant,89356
394,Rensselaer Polytechnic Institute (RPI),Northeastern,Engineering,Physics,65356
395,Rensselaer Polytechnic Institute (RPI),Northeastern,Engineering,Political Science,55856
396,Rensselaer Polytechnic Institute (RPI),Northeastern,Engineering,Psychology,50956
397,Rensselaer Polytechnic Institute (RPI),Northeastern,Engineering,Religion,49156
398,Rensselaer Polytechnic Institute (RPI),Northeastern,Engineering,Sociology,51556
399,Rensselaer Polytechnic Institute (RPI),Northeastern,Engineering,Spanish,49056
400,Georgia Institute of Technology,Southern,Engineering,Accounting,58256
401,Georgia Institute of Technology,Southern,Engineering,Aerospace Engineering,69956
402,Georgia Institute of Technology,Southern,Engineering,Agriculture,54856
403,Georgia Institute of Technology,Southern,Engineering,Anthropology,49056
404,Georgia Institute of Technology,Southern,Engineering,Architecture,53856
405,Georgia Institute of Technology,Southern,Engineering,Art History,48056
406,Georgia Institute of Technology,Southern,Engineering,Biology,51056
407,Georgia Institute of Technology,Southern,Engineering,Business Management,55256
408,Georgia Institute of Technology,Southern,Engineering,Chemical Engineering,75456
409,Georgia Institute of Technology,Southern,Engineering,Chemistry,54856
410,Georgia Institute of Technology,Southern,Engineering,Civil Engineering,66156
411,Georgia Institute of Technology,Southern,Engineering,Communications,50356
412,Georgia Institute of Technology,Southern,Engineering,Computer Engineering,73656
413,Georgia Institute of Technology,Southern,Engineering,Computer Science,68156
414,Georgia Institute of Technology,Southern,Engineering,Construction,65956
415,Georgia Institute of Technology,Southern,Engineering,Criminal Justice,47256
416,Georgia Institute of Technology,Southern,Engineering,Drama,48156
417,Georgia Institute of Technology,Southern,Engineering,Economics,62356
418,Georgia Institute of Technology,Southern,Engineering,Education,47156
419,Georgia Institute of Technology,Southern,Engineering,Electrical Engineering,73156
420,Georgia Institute of Technology,Southern,Engineering,English,50256
421,Georgia Institute of Technology,Southern,Engineering,Film,50156
422,Georgia Institute of Technology,Southern,Engineering,Finance,60156
423,Georgia Institute of Technology,Southern,Engineering,Forestry,51356
424,Georgia Institute of Technology,Southern,Engineering,Geography,53456
425,Georgia Institute of Technology,Southern,Engineering,Geology,55756
426,Georgia Institute of Technology,Southern,Engineering,Graphic Design,47956
427,Georgia Institute of Technology,Southern,Engineering,Health Care Administration,51056
428,Georgia Institute of Technology,Southern,Engineering,History,51456
429,Georgia Institute of Technology,Southern,Engineering,Hospitality & Tourism,50056
430,Georgia Institute of Technology,Southern,Engineering,Industrial Engineering,69956
431,Georgia Institute of Technology,Southern,Engineering,Information Technology (IT),61356
432,Georgia Institute of Technology,Southern,Engineering,Interior Design,48356
433,Georgia Institute of Technology,Southern,Engineering,International Relations,53156
434,Georgia Institute of Technology,Southern,Engineering,Journalism,47856
435,Georgia Institute of Technology,Southern,Engineering,Management Information Systems (MIS),61456
436,Georgia Institute of Technology,Southern,Engineering,Marketing,53056
437,Georgia Institute of Technology,Southern,Engineering,Math,57656
438,Georgia Institute of Technology,Southern,Engineering,Mechanical Engineering,70156
439,Georgia Institute of Technology,Southern,Engineering,Music,48156
440,Georgia Institute of Technology,Southern,Engineering,Nursing,66456
441,Georgia Institute of Technology,Southern,Engineering,Nutrition,52156
442,Georgia Institute of Technology,Southern,Engineering,Philosophy,52156
443,Georgia Institute of Technology,Southern,Engineering,Physician Assistant,86556
444,Georgia Institute of Technology,Southern,Engineering,Physics,62556
445,Georgia Institute of Technology,Southern,Engineering,Political Science,53056
446,Georgia Institute of Technology,Southern,Engineering,Psychology,48156
447,Georgia Institute of Technology,Southern,Engineering,Religion,46356
448,Georgia Institute of Technology,Southern,Engineering,Sociology,48756
449,Georgia Institute of Technology,Southern,Engineering,Spanish,46256
450,Colorado School of Mines,Western,Engineering,Accounting,58056
451,Colorado School of Mines,Western,Engineering,Aerospace Engineering,69756
452,Colorado School of Mines,Western,Engineering,Agriculture,54656
453,Colorado School of Mines,Western,Engineering,Anthropology,48856
454,Colorado School of Mines,Western,Engineering,Architecture,53656
455,Colorado School of Mines,Western,Engineering,Art History,47856
456,Colorado School of Mines,Western,Engineering,Biology,50856
457,Colorado School of Mines,Western,Engineering,Business Management,55056
458,Colorado School of Mines,Western,Engineering,Chemical Engineering,75256
459,Colorado School of Mines,Western,Engineering,Chemistry,54656
460,Colorado School of Mines,Western,Engineering,Civil Engineering,65956
461,Colorado School of Mines,Western,Engineering,Communications,50156
462,Colorado School of Mines,Western,Engineering,Computer Engineering,73456
463,Colorado School of Mines,Western,Engineering,Computer Science,67956
464,Colorado School of Mines,Western,Engineering,Construction,65756
465,Colorado School of Mines,Western,Engineering,Criminal Justice,47056
466,Colorado School of Mines,Western,Engineering,Drama,47956
467,Colorado School of Mines,Western,Engineering,Economics,62156
468,Colorado School of Mines,Western,Engineering,Education,46956
469,Colorado School of Mines,Western,Engineering,Electrical Engineering,72956
470,Colorado School of Mines,Western,Engineering,English,50056
471,Colorado School of Mines,Western,Engineering,Film,49956
472,Colorado School of Mines,Western,Engineering,Finance,59956
473,Colorado School of Mines,Western,Engineering,Forestry,51156
474,Colorado School of Mines,Western,Engineering,Geography,53256
475,Colorado School of Mines,Western,Engineering,Geology,55556
476,Colorado School of Mines,Western,Engineering,Graphic Design,47756
477,Colorado School of Mines,Western,Engineering,Health Care Administration,50856
478,Colorado School of Mines,Western,Engineering,History,51256
479,Colorado School of Mines,Western,Engineering,Hospitality & Tourism,49856
480,Colorado School of Mines,Western,Engineering,Industrial Engineering,69756
481,Colorado School of Mines,Western,Engineering,Information Technology (IT),61156
482,Colorado School of Mines,Western,Engineering,Interior Design,48156
483,Colorado School of Mines,Western,Engineering,International Relations,52956
484,Colorado School of Mines,Western,Engineering,Journalism,47656
485,Colorado School of Mines,Western,Engineering,Management Information Systems (MIS),61256
486,Colorado School of Mines,Western,Engineering,Marketing,52856
487,Colorado School of Mines,Western,Engineering,Math,57456
488,Colorado School of Mines,Western,Engineering,Mechanical Engineering,69956
489,Colorado School of Mines,Western,Engineering,Music,47956
490,Colorado School of Mines,Western,Engineering,Nursing,66256
491,Colorado School of Mines,Western,Engineering,Nutrition,51956
492,Colorado School of Mines,Western,Engineering,Philosophy,51956
493,Colorado School of Mines,Western,Engineering,Physician Assistant,86356
494,Colorado School of Mines,Western,Engineering,Physics,62356
495,Colorado School of Mines,Western,Engineering,Political Science,52856
496,Colorado School of Mines,Western,Engineering,Psychology,47956
497,Colorado School of Mines,Western,Engineering,Religion,46156
498,Colorado School of Mines,Western,Engineering,Sociology,48556
499,Colorado School of Mines,Western,Engineering,Spanish,46056
500,Stevens Institute of Technology,Northeastern,Engineering,Accounting,60556
501,Stevens Institute of Technology,Northeastern,Engineering,Aerospace Engineering,72256
502,Stevens Institute of Technology,Northeastern,Engineering,Agriculture,57156
503,Stevens Institute of Technology,Northeastern,Engineering,Anthropology,51356
504,Stevens Institute of Technology,Northeastern,Engineering,Architecture,56156
505,Stevens Institute of Technology,Northeastern,Engineering,Art History,50356
506,Stevens Institute of Technology,Northeastern,Engineering,Biology,53356
507,Stevens Institute of Technology,Northeastern,Engineering,Business Management,57556
508,Stevens Institute of Technology,Northeastern,Engineering,Chemical Engineering,77756
509,Stevens Institute of Technology,Northeastern,Engineering,Chemistry,57156
510,Stevens Institute of Technology,Northeastern,Engineering,Civil Engineering,68456
511,Stevens Institute of Technology,Northeastern,Engineering,Communications,52656
512,Stevens Institute of Technology,Northeastern,Engineering,Computer Engineering,75956
513,Stevens Institute of Technology,Northeastern,Engineering,Computer Science,70456
514,Stevens Institute of Technology,Northeastern,Engineering,Construction,68256
515,Stevens Institute of Technology,Northeastern,Engineering,Criminal Justice,49556
516,Stevens Institute of Technology,Northeastern,Engineering,Drama,50456
517,Stevens Institute of Technology,Northeastern,Engineering,Economics,64656
518,Stevens Institute of Technology,Northeastern,Engineering,Education,49456
519,Stevens Institute of Technology,Northeastern,Engineering,Electrical Engineering,75456
520,Stevens Institute of Technology,Northeastern,Engineering,English,52556
521,Stevens Institute of Technology,Northeastern,Engineering,Film,52456
522,Stevens Institute of Technology,Northeastern,Engineering,Finance,62456
523,Stevens Institute of Technology,Northeastern,Engineering,Forestry,53656
524,Stevens Institute of Technology,Northeastern,Engineering,Geography,55756
525,Stevens Institute of Technology,Northeastern,Engineering,Geology,58056
526,Stevens Institute of Technology,Northeastern,Engineering,Graphic Design,50256
527,Stevens Institute of Technology,Northeastern,Engineering,Health Care Administration,53356
528,Stevens Institute of Technology,Northeastern,Engineering,History,53756
529,Stevens Institute of Technology,Northeastern,Engineering,Hospitality & Tourism,52356
530,Stevens Institute of Technology,Northeastern,Engineering,Industrial Engineering,72256
531,Stevens Institute of Technology,Northeastern,Engineering,Information Technology (IT),63656
532,Stevens Institute of Technology,Northeastern,Engineering,Interior Design,50656
533,Stevens Institute of Technology,Northeastern,Engineering,International Relations,55456
534,Stevens Institute of Technology,Northeastern,Engineering,Journalism,50156
535,Stevens Institute of Technology,Northeastern,Engineering,Management Information Systems (MIS),63756
536,Stevens Institute of Technology,Northeastern,Engineering,Marketing,55356
537,Stevens Institute of Technology,Northeastern,Engineering,Math,59956
538,Stevens Institute of Technology,Northeastern,Engineering,Mechanical Engineering,72456
539,Stevens Institute of Technology,Northeastern,Engineering,Music,50456
540,Stevens Institute of Technology,Northeastern,Engineering,Nursing,68756
541,Stevens Institute of Technology,Northeastern,Engineering,Nutrition,54456
542,Stevens Institute of Technology,Northeastern,Engineering,Philosophy,54456
543,Stevens Institute of Technology,Northeastern,Engineering,Physician Assistant,88856
544,Stevens Institute of Technology,Northeastern,Engineering,Physics,64856
545,Stevens Institute of Technology,Northeastern,Engineering,Political Science,55356
546,Stevens Institute of Technology,Northeastern,Engineering,Psychology,50456
547,Stevens Institute of Technology,Northeastern,Engineering,Religion,48656
548,Stevens Institute of Technology,Northeastern,Engineering,Sociology,51056
549,Stevens Institute of Technology,Northeastern,Engineering,Spanish,48556
550,Illinois Institute of Technology (IIT),Midwestern,Engineering,Accounting,55956
551,Illinois Institute of Technology (IIT),Midwestern,Engineering,Aerospace Engineering,67656
552,Illinois Institute of Technology (IIT),Midwestern,Engineering,Agriculture,52556
553,Illinois Institute of Technology (IIT),Midwestern,Engineering,Anthropology,46756
554,Illinois Institute of Technology (IIT),Midwestern,Engineering,Architecture,51556
555,Illinois Institute of Technology (IIT),Midwestern,Engineering,Art History,45756
